message,label
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
Rs.3500 refund credited for cancelled order. Amazon Refund ID: RF123456,legitimate
Confirm your mobile number by clicking this link: bit.ly/confirm-fake or service will stop,phishing
"Dear customer, non-compliance detected. Account blocked. Unblock: www.unblock-now.fake",blocking_threat
Your parcel is held at customs. Pay Rs.500 clearance fee: www.customs-pay.fake,delivery_scam
Rs.2500 transferred to 9876543210 via PhonePe. UPI Ref: 401234567890,legitimate
Action Required! Your account has been compromised. Click to secure: fakbank.com/secure,phishing
DTDC Alert: Parcel stuck. Clear Rs.250 fee at www.dtdc-fake.com for delivery,delivery_scam
Blue Dart: Delivery charges Rs.180 pending. Pay at www.bluedart-fake.in,delivery_scam
Lucky draw: You won Rs.7 Lakh. Transfer Rs.3000 tax to receive prize money,lottery_scam
Account suspension in 48 hours due to pending KYC. Update at www.urgent-kyc.fake,fake_kyc
ALERT: Someone is trying to access your account. Secure it now: securebank.fake,phishing
Cashback of Rs.50 credited to your Paytm wallet. Total balance: Rs.550,legitimate
Prize delivery requires verification. Send OTP and CVV to claim,otp_request
Rent payment of Rs.15000 to landlord successful via NEFT. Ref: N12345678,legitimate
Claim your insurance bonus of Rs.50000 at www.insurance-bonus.fake within 24 hours,phishing
Your credit card is expired. Update details at www.updatecard.fake.com immediately,phishing
Your package delivery failed. Pay Rs.300 at www.delivery-retry.fake to reschedule,delivery_scam
You have successfully paid Rs.250 to ABC Store via UPI. Txn ID: 402345678901,legitimate
New KYC norms: Upload selfie with PAN and Aadhaar at www.newkyc.fake,fake_kyc
Rs.150 debited for Swiggy order. Txn successful. Balance: Rs.8500,legitimate
Your account activity is suspicious. Will be frozen tomorrow. Verify: www.freeze-stop.fake,blocking_threat
GST refund Rs.8000 available. Claim at www.gst-refund-fake.com within 7 days,tax_scam
Salary credited: Rs.45000 in account XX3456 on 01-Feb-24. From: XYZ COMPANY LTD,legitimate
International parcel held. Clear customs duty Rs.800 at www.intl-customs.fake,delivery_scam
"Dear customer, non-compliance detected. Account blocked. Unblock: www.unblock-now.fake",blocking_threat
Your account activity is suspicious. Will be frozen tomorrow. Verify: www.freeze-stop.fake,blocking_threat
Limited time offer! Get Rs.10000 cashback. Register at www.freemoney.fake.com,phishing
Your Flipkart order delivery requires Rs.99 fee. Pay now: www.flipkart-delivery.fake,delivery_scam
ITR refund Rs.25000 pending. Process at www.itr-process.fake with PAN details,tax_scam
URGENT: Your account will be blocked in 2 hours. Verify now: www.verify-urgent.fake,blocking_threat
URGENT: Your account will be blocked in 2 hours. Verify now: www.verify-urgent.fake,blocking_threat
Verification needed: Send your ATM PIN and OTP to 9999988888,otp_request
Confirm your mobile number by clicking this link: bit.ly/confirm-fake or service will stop,phishing
DTDC Alert: Parcel stuck. Clear Rs.250 fee at www.dtdc-fake.com for delivery,delivery_scam
Your account is marked for closure. Prevent by verifying at www.prevent-closure.fake,blocking_threat
Confirm transaction by sharing 6-digit OTP sent to your mobile: XXXXXX,otp_request
Government subsidy of Rs.15000 available for you. Apply: www.subsidy-fake.gov.in,phishing
Immediate action required! Account suspension in 24 hours. Update at www.save-account.fake,blocking_threat
"Dear customer, unusual activity detected. Verify your account: tiny.url/scam123",phishing
URGENT: Your account will be blocked in 2 hours. Verify now: www.verify-urgent.fake,blocking_threat
Courier notification: Pay Rs.150 redelivery fee at www.courier-fake.com,delivery_scam
"Dear customer, pay Rs.120 delivery fee for pending parcel. COD not available",delivery_scam
You have unclaimed tax refund of Rs.25000. Apply at www.taxrefund-fake.in,phishing
"Dear customer, share OTP 123456 to complete your transaction. Valid for 10 minutes",otp_request
Government subsidy of Rs.15000 available for you. Apply: www.subsidy-fake.gov.in,phishing
Customer care calling: Please share OTP to help you with refund process,otp_request
Congratulations! Rs.50000 Amazon gift voucher won. Claim with card details,lottery_scam
Package undeliverable. Pay storage charges Rs.500 at www.warehouse-fake.com,delivery_scam
Rs.1000 credited to account XX5678 on 20-Jan-24. NEFT from JOHN DOE. Balance: Rs.15000,legitimate
URGENT: Your bank account will be blocked. Click here immediately: bit.ly/fake123 to verify,phishing
Prize delivery requires verification. Send OTP and CVV to claim,otp_request
Rs.500 debited from account XX1234 on 15-Jan-24. UPI/GPAY/9876543210. Available balance: Rs.5000,legitimate
"Update Aadhaar link by providing OTP, PIN and CVV via SMS",otp_request
Confirm your mobile number by clicking this link: bit.ly/confirm-fake or service will stop,phishing
Limited time offer! Get Rs.10000 cashback. Register at www.freemoney.fake.com,phishing
Account suspension in 48 hours due to pending KYC. Update at www.urgent-kyc.fake,fake_kyc
Tax refund Rs.40000 approved by finance ministry. Process at www.finmin-fake.gov,tax_scam
Payment of Rs.799 to Amazon Pay successful. Order ID: 123-4567890-1234567,legitimate
Action required: Complete video KYC at www.vkyc-fake.com or account will be frozen,fake_kyc
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
You have unclaimed tax refund of Rs.25000. Apply at www.taxrefund-fake.in,phishing
Share your internet banking password and OTP to activate new features,otp_request
Delivery pending! Pay Rs.200 charges to receive your Amazon package,delivery_scam
Your verification code is 987654. Please share this to verify your identity,otp_request
Cashback of Rs.50 credited to your Paytm wallet. Total balance: Rs.550,legitimate
Final warning! Account blockage in 1 hour. Immediate verification required,blocking_threat
Rs.200 donated to charity via UPI. Txn ID: 404567890123. Thank you!,legitimate
Cashback of Rs.50 credited to your Paytm wallet. Total balance: Rs.550,legitimate
Credit card bill of Rs.8500 paid. Card XX1234. Due cleared,legitimate
"Dear customer, pay Rs.120 delivery fee for pending parcel. COD not available",delivery_scam
ALERT: Someone is trying to access your account. Secure it now: securebank.fake,phishing
Rs.5000 withdrawn from ATM at MG Road on 18-Jan-24. Available balance: Rs.20000,legitimate
Congratulations! WhatsApp lottery winner Rs.20 Lakh. Click www.whatsapp-lottery.fake,lottery_scam
Your electricity bill payment failed. Retry at www.billpay.fake.com with card details,phishing
You are selected winner of iPhone 15 Pro! Pay Rs.500 delivery fee to claim,lottery_scam
You are eligible for income tax refund of Rs.35000. Claim at www.incometax-refund.fake,tax_scam
Congratulations! Rs.50000 Amazon gift voucher won. Claim with card details,lottery_scam
"Dear customer, KYC documents expired. Re-submit PAN, Aadhaar at www.ekyc.fake",fake_kyc
New KYC norms: Upload selfie with PAN and Aadhaar at www.newkyc.fake,fake_kyc
"Dear winner, you won luxury car! Pay Rs.5000 registration fee to claim",lottery_scam
Your credit card is expired. Update details at www.updatecard.fake.com immediately,phishing
Service discontinued due to policy violation. Restore at www.restore-service.fake,blocking_threat
You won Rs.5 Crore in KBC lottery! Contact immediately with your bank details,lottery_scam
ALERT: Someone is trying to access your account. Secure it now: securebank.fake,phishing
Your TDS refund of Rs.15000 is pending. Claim: www.tds-refund.fake,tax_scam
Income tax department: Refund Rs.22000 ready. Verify at www.it-dept.fake.gov.in,tax_scam
Action required: Complete video KYC at www.vkyc-fake.com or account will be frozen,fake_kyc
"Dear customer, share OTP 123456 to complete your transaction. Valid for 10 minutes",otp_request
Credit card bill of Rs.8500 paid. Card XX1234. Due cleared,legitimate
Immediate action required! Account suspension in 24 hours. Update at www.save-account.fake,blocking_threat
Your PAN card is not linked. Click here to link immediately or face penalty,phishing
Rs.5000 withdrawn from ATM at MG Road on 18-Jan-24. Available balance: Rs.20000,legitimate
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
Action Required! Your account has been compromised. Click to secure: fakbank.com/secure,phishing
Your account activity is suspicious. Will be frozen tomorrow. Verify: www.freeze-stop.fake,blocking_threat
Your credit card is expired. Update details at www.updatecard.fake.com immediately,phishing
Your verification code is 987654. Please share this to verify your identity,otp_request
"Dear customer, non-compliance detected. Account blocked. Unblock: www.unblock-now.fake",blocking_threat
Share your internet banking password and OTP to activate new features,otp_request
Lucky draw: You won Rs.7 Lakh. Transfer Rs.3000 tax to receive prize money,lottery_scam
Rs.1000 credited to account XX5678 on 20-Jan-24. NEFT from JOHN DOE. Balance: Rs.15000,legitimate
Google anniversary winner! Rs.15 Lakh prize. Verify identity with OTP and CVV,lottery_scam
You have successfully paid Rs.250 to ABC Store via UPI. Txn ID: 402345678901,legitimate
You are selected winner of iPhone 15 Pro! Pay Rs.500 delivery fee to claim,lottery_scam
"Dear assessee, expedite refund Rs.20000 by paying Rs.500 processing fee",tax_scam
Courier notification: Pay Rs.150 redelivery fee at www.courier-fake.com,delivery_scam
Rs.200 donated to charity via UPI. Txn ID: 404567890123. Thank you!,legitimate
Package undeliverable. Pay storage charges Rs.500 at www.warehouse-fake.com,delivery_scam
Your bank account will be deactivated due to pending verification. Act now!,blocking_threat
You have unclaimed tax refund of Rs.25000. Apply at www.taxrefund-fake.in,phishing
Payment of Rs.799 to Amazon Pay successful. Order ID: 123-4567890-1234567,legitimate
Insurance premium of Rs.2400 paid successfully. Policy: LIC/12345678,legitimate
"Confirm your identity by replying with OTP, CVV and card number",otp_request
Your bank KYC is not updated as per RBI guidelines. Update now: www.rbikyc.fake,fake_kyc
"Dear user, your account shows suspicious activity. Verify at www.verify-account.fake",phishing
Cashback of Rs.50 credited to your Paytm wallet. Total balance: Rs.550,legitimate
Your account XX9012 has been credited with Rs.5000 on 22-Jan-24. IMPS from JANE SMITH,legitimate
"Update Aadhaar link by providing OTP, PIN and CVV via SMS",otp_request
Your account XX9012 has been credited with Rs.5000 on 22-Jan-24. IMPS from JANE SMITH,legitimate
Share your internet banking password and OTP to activate new features,otp_request
URGENT: Your bank account will be blocked. Click here immediately: bit.ly/fake123 to verify,phishing
Congratulations! You've won Rs.5 Lakhs. Claim now at www.fakesite.com/claim with your details,phishing
Account locked! Share OTP and PIN to unlock within 1 hour,otp_request
LUCKY WINNER ALERT! Rs.10 Lakhs prize. Send Rs.2000 processing fee to claim,lottery_scam
Your Flipkart order delivery requires Rs.99 fee. Pay now: www.flipkart-delivery.fake,delivery_scam
Your credit card is expired. Update details at www.updatecard.fake.com immediately,phishing
ALERT: Someone is trying to access your account. Secure it now: securebank.fake,phishing
URGENT: Your bank account will be blocked. Click here immediately: bit.ly/fake123 to verify,phishing
Rs.899 paid to Zomato. Order #987654. Payment via UPI successful,legitimate
Immediate action required! Account suspension in 24 hours. Update at www.save-account.fake,blocking_threat
"Dear assessee, expedite refund Rs.20000 by paying Rs.500 processing fee",tax_scam
ALERT: Account will be permanently closed in 6 hours. Prevent: www.account-close.fake,blocking_threat
Rs.1200 debited for electricity bill payment. Transaction successful,legitimate
Your electricity bill payment failed. Retry at www.billpay.fake.com with card details,phishing
You are our 1 millionth visitor! Claim Rs.1 Lakh reward at www.visitor-prize.fake,lottery_scam
Google anniversary winner! Rs.15 Lakh prize. Verify identity with OTP and CVV,lottery_scam
"Dear customer, share OTP 123456 to complete your transaction. Valid for 10 minutes",otp_request
Rs.1200 debited for electricity bill payment. Transaction successful,legitimate
Your verification code is 987654. Please share this to verify your identity,otp_request
Rs.1000 credited to account XX5678 on 20-Jan-24. NEFT from JOHN DOE. Balance: Rs.15000,legitimate
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
ALERT: Someone is trying to access your account. Secure it now: securebank.fake,phishing
Tax rebate of Rs.18000 approved. Update bank account at www.rebate-claim.fake,tax_scam
Claim your insurance bonus of Rs.50000 at www.insurance-bonus.fake within 24 hours,phishing
Verification needed: Send your ATM PIN and OTP to 9999988888,otp_request
Update KYC by providing your card CVV and OTP. Call 1800-XXX-FAKE,otp_request
"Dear winner, you won luxury car! Pay Rs.5000 registration fee to claim",lottery_scam
You have unclaimed tax refund of Rs.25000. Apply at www.taxrefund-fake.in,phishing
DTDC Alert: Parcel stuck. Clear Rs.250 fee at www.dtdc-fake.com for delivery,delivery_scam
"Dear user, your account shows suspicious activity. Verify at www.verify-account.fake",phishing
"Dear customer, pay Rs.120 delivery fee for pending parcel. COD not available",delivery_scam
Your electricity bill payment failed. Retry at www.billpay.fake.com with card details,phishing
"Confirm your identity by replying with OTP, CVV and card number",otp_request
Congratulations! WhatsApp lottery winner Rs.20 Lakh. Click www.whatsapp-lottery.fake,lottery_scam
International parcel held. Clear customs duty Rs.800 at www.intl-customs.fake,delivery_scam
"Dear assessee, expedite refund Rs.20000 by paying Rs.500 processing fee",tax_scam
Immediate action required! Account suspension in 24 hours. Update at www.save-account.fake,blocking_threat
You have successfully paid Rs.250 to ABC Store via UPI. Txn ID: 402345678901,legitimate
You are eligible for income tax refund of Rs.35000. Claim at www.incometax-refund.fake,tax_scam
Your KYC verification is incomplete. Update at www.kyc-update.fake within 24 hours,fake_kyc
Rs.1200 debited for electricity bill payment. Transaction successful,legitimate
Rs.5000 withdrawn from ATM at MG Road on 18-Jan-24. Available balance: Rs.20000,legitimate
Your credit card is expired. Update details at www.updatecard.fake.com immediately,phishing
Your bank account will be deactivated due to pending verification. Act now!,blocking_threat
Income tax department: Refund Rs.22000 ready. Verify at www.it-dept.fake.gov.in,tax_scam
Delivery pending! Pay Rs.200 charges to receive your Amazon package,delivery_scam
"Update Aadhaar link by providing OTP, PIN and CVV via SMS",otp_request
Rs.5000 withdrawn from ATM at MG Road on 18-Jan-24. Available balance: Rs.20000,legitimate
Your account is marked for closure. Prevent by verifying at www.prevent-closure.fake,blocking_threat
E-KYC mandatory from tomorrow. Submit documents at www.mandate-kyc.fake,fake_kyc
Your package delivery failed. Pay Rs.300 at www.delivery-retry.fake to reschedule,delivery_scam
Cashback of Rs.50 credited to your Paytm wallet. Total balance: Rs.550,legitimate
Package undeliverable. Pay storage charges Rs.500 at www.warehouse-fake.com,delivery_scam
Share your internet banking password and OTP to activate new features,otp_request
"To unblock your account, reply with your CVV number and card expiry date",otp_request
Enter your ATM PIN and OTP to receive cashback of Rs.500 in your account,otp_request
Your electricity bill payment failed. Retry at www.billpay.fake.com with card details,phishing
Rent payment of Rs.15000 to landlord successful via NEFT. Ref: N12345678,legitimate
Customer care calling: Please share OTP to help you with refund process,otp_request
You are selected winner of iPhone 15 Pro! Pay Rs.500 delivery fee to claim,lottery_scam
Action required: Complete video KYC at www.vkyc-fake.com or account will be frozen,fake_kyc
GST refund Rs.8000 available. Claim at www.gst-refund-fake.com within 7 days,tax_scam
Rs.3500 refund credited for cancelled order. Amazon Refund ID: RF123456,legitimate
Verification needed: Send your ATM PIN and OTP to 9999988888,otp_request
Update KYC by providing your card CVV and OTP. Call 1800-XXX-FAKE,otp_request
"Dear assessee, expedite refund Rs.20000 by paying Rs.500 processing fee",tax_scam
"Dear customer, non-compliance detected. Account blocked. Unblock: www.unblock-now.fake",blocking_threat
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
Limited time offer! Get Rs.10000 cashback. Register at www.freemoney.fake.com,phishing
Your TDS refund of Rs.15000 is pending. Claim: www.tds-refund.fake,tax_scam
Rs.200 donated to charity via UPI. Txn ID: 404567890123. Thank you!,legitimate
"Dear winner, you won luxury car! Pay Rs.5000 registration fee to claim",lottery_scam
Account suspension in 48 hours due to pending KYC. Update at www.urgent-kyc.fake,fake_kyc
"Dear customer, KYC documents expired. Re-submit PAN, Aadhaar at www.ekyc.fake",fake_kyc
Congratulations! WhatsApp lottery winner Rs.20 Lakh. Click www.whatsapp-lottery.fake,lottery_scam
Prize delivery requires verification. Send OTP and CVV to claim,otp_request
Account locked! Share OTP and PIN to unlock within 1 hour,otp_request
Delivery pending! Pay Rs.200 charges to receive your Amazon package,delivery_scam
"Dear assessee, expedite refund Rs.20000 by paying Rs.500 processing fee",tax_scam
"Dear taxpayer, refund of Rs.12000 approved. Verify bank details at www.tax-refund.fake",tax_scam
Your KYC is pending. Update now at www.updatekyc-fake.com or account will be suspended,phishing
Rs.2500 transferred to 9876543210 via PhonePe. UPI Ref: 401234567890,legitimate
Rent payment of Rs.15000 to landlord successful via NEFT. Ref: N12345678,legitimate
New KYC norms: Upload selfie with PAN and Aadhaar at www.newkyc.fake,fake_kyc
Rs.1000 credited to account XX5678 on 20-Jan-24. NEFT from JOHN DOE. Balance: Rs.15000,legitimate
You are selected winner of iPhone 15 Pro! Pay Rs.500 delivery fee to claim,lottery_scam
Delivery pending! Pay Rs.200 charges to receive your Amazon package,delivery_scam
ITR refund Rs.25000 pending. Process at www.itr-process.fake with PAN details,tax_scam
Salary credited: Rs.45000 in account XX3456 on 01-Feb-24. From: XYZ COMPANY LTD,legitimate
International parcel held. Clear customs duty Rs.800 at www.intl-customs.fake,delivery_scam
Confirm your mobile number by clicking this link: bit.ly/confirm-fake or service will stop,phishing
You are eligible for income tax refund of Rs.35000. Claim at www.incometax-refund.fake,tax_scam
Your verification code is 987654. Please share this to verify your identity,otp_request
"Confirm your identity by replying with OTP, CVV and card number",otp_request
"Dear user, your account shows suspicious activity. Verify at www.verify-account.fake",phishing
New KYC norms: Upload selfie with PAN and Aadhaar at www.newkyc.fake,fake_kyc
You have unclaimed tax refund Rs.30000. Apply: www.unclaimed-tax.fake with Aadhaar,tax_scam
Confirm transaction by sharing 6-digit OTP sent to your mobile: XXXXXX,otp_request
Your account is temporarily blocked. Complete KYC at www.unblock-kyc.fake,fake_kyc
Rs.5000 withdrawn from ATM at MG Road on 18-Jan-24. Available balance: Rs.20000,legitimate
You won Rs.5 Crore in KBC lottery! Contact immediately with your bank details,lottery_scam
You are selected winner of iPhone 15 Pro! Pay Rs.500 delivery fee to claim,lottery_scam
Congratulations! Rs.50000 Amazon gift voucher won. Claim with card details,lottery_scam
Service discontinued due to policy violation. Restore at www.restore-service.fake,blocking_threat
Your PAN card is not linked. Click here to link immediately or face penalty,phishing
RBI regulation: Update KYC or face Rs.10000 penalty. Visit www.penalty-kyc.fake,fake_kyc
Congratulations! You've won Rs.5 Lakhs. Claim now at www.fakesite.com/claim with your details,phishing
Google anniversary winner! Rs.15 Lakh prize. Verify identity with OTP and CVV,lottery_scam
"Dear taxpayer, refund of Rs.12000 approved. Verify bank details at www.tax-refund.fake",tax_scam
"Dear assessee, expedite refund Rs.20000 by paying Rs.500 processing fee",tax_scam
Your bank account will be deactivated due to pending verification. Act now!,blocking_threat
Income tax department: Refund Rs.22000 ready. Verify at www.it-dept.fake.gov.in,tax_scam
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
Cashback of Rs.50 credited to your Paytm wallet. Total balance: Rs.550,legitimate
Verification needed: Send your ATM PIN and OTP to 9999988888,otp_request
Limited time offer! Get Rs.10000 cashback. Register at www.freemoney.fake.com,phishing
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
Package undeliverable. Pay storage charges Rs.500 at www.warehouse-fake.com,delivery_scam
Received Rs.2000 from 8765432109. UPI Ref: 403456789012. Balance: Rs.12000,legitimate
Rs.150 debited for Swiggy order. Txn successful. Balance: Rs.8500,legitimate
Your TDS refund of Rs.15000 is pending. Claim: www.tds-refund.fake,tax_scam
Customer care calling: Please share OTP to help you with refund process,otp_request
GST refund Rs.8000 available. Claim at www.gst-refund-fake.com within 7 days,tax_scam
You won Rs.5 Crore in KBC lottery! Contact immediately with your bank details,lottery_scam
Blue Dart: Delivery charges Rs.180 pending. Pay at www.bluedart-fake.in,delivery_scam
Rs.300 paid to Uber via UPI. Trip ID: AB1234CD5678. Payment successful,legitimate
ALERT: Account will be permanently closed in 6 hours. Prevent: www.account-close.fake,blocking_threat
Income tax department: Refund Rs.22000 ready. Verify at www.it-dept.fake.gov.in,tax_scam
"Dear customer, share OTP 123456 to complete your transaction. Valid for 10 minutes",otp_request
Enter your ATM PIN and OTP to receive cashback of Rs.500 in your account,otp_request
Your verification code is 987654. Please share this to verify your identity,otp_request
ALERT: Someone is trying to access your account. Secure it now: securebank.fake,phishing
Confirm your mobile number by clicking this link: bit.ly/confirm-fake or service will stop,phishing
You are our 1 millionth visitor! Claim Rs.1 Lakh reward at www.visitor-prize.fake,lottery_scam
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
Google anniversary winner! Rs.15 Lakh prize. Verify identity with OTP and CVV,lottery_scam
"Dear customer, KYC documents expired. Re-submit PAN, Aadhaar at www.ekyc.fake",fake_kyc
"Dear customer, non-compliance detected. Account blocked. Unblock: www.unblock-now.fake",blocking_threat
Rs.150 debited for Swiggy order. Txn successful. Balance: Rs.8500,legitimate
DTDC Alert: Parcel stuck. Clear Rs.250 fee at www.dtdc-fake.com for delivery,delivery_scam
Your account is temporarily blocked. Complete KYC at www.unblock-kyc.fake,fake_kyc
"Dear customer, unusual activity detected. Verify your account: tiny.url/scam123",phishing
Verification needed: Send your ATM PIN and OTP to 9999988888,otp_request
Immediate action required! Account suspension in 24 hours. Update at www.save-account.fake,blocking_threat
International parcel held. Clear customs duty Rs.800 at www.intl-customs.fake,delivery_scam
Final warning! Account blockage in 1 hour. Immediate verification required,blocking_threat
Your KYC verification is incomplete. Update at www.kyc-update.fake within 24 hours,fake_kyc
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
Your verification code is 987654. Please share this to verify your identity,otp_request
"To reverse unauthorized transaction, provide your debit card PIN and OTP",otp_request
Package undeliverable. Pay storage charges Rs.500 at www.warehouse-fake.com,delivery_scam
Congratulations! Rs.50000 Amazon gift voucher won. Claim with card details,lottery_scam
Verification needed: Send your ATM PIN and OTP to 9999988888,otp_request
Government subsidy of Rs.15000 available for you. Apply: www.subsidy-fake.gov.in,phishing
ITR refund Rs.25000 pending. Process at www.itr-process.fake with PAN details,tax_scam
ALERT: Account will be permanently closed in 6 hours. Prevent: www.account-close.fake,blocking_threat
"Dear customer, non-compliance detected. Account blocked. Unblock: www.unblock-now.fake",blocking_threat
Your KYC verification is incomplete. Update at www.kyc-update.fake within 24 hours,fake_kyc
"Dear customer, unusual activity detected. Verify your account: tiny.url/scam123",phishing
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
Rs.750 debited for mobile recharge. Number: 9876543210. Balance: Rs.9250,legitimate
Income tax department: Refund Rs.22000 ready. Verify at www.it-dept.fake.gov.in,tax_scam
Credit card bill of Rs.8500 paid. Card XX1234. Due cleared,legitimate
Your KYC verification is incomplete. Update at www.kyc-update.fake within 24 hours,fake_kyc
Insurance premium of Rs.2400 paid successfully. Policy: LIC/12345678,legitimate
Congratulations! You've won Rs.5 Lakhs. Claim now at www.fakesite.com/claim with your details,phishing
Your TDS refund of Rs.15000 is pending. Claim: www.tds-refund.fake,tax_scam
ITR refund Rs.25000 pending. Process at www.itr-process.fake with PAN details,tax_scam
Rs.300 paid to Uber via UPI. Trip ID: AB1234CD5678. Payment successful,legitimate
"Dear winner, you won luxury car! Pay Rs.5000 registration fee to claim",lottery_scam
URGENT: Your account will be blocked in 2 hours. Verify now: www.verify-urgent.fake,blocking_threat
Credit card bill of Rs.8500 paid. Card XX1234. Due cleared,legitimate
Your PAN card is not linked. Click here to link immediately or face penalty,phishing
"Dear taxpayer, refund of Rs.12000 approved. Verify bank details at www.tax-refund.fake",tax_scam
"Dear assessee, expedite refund Rs.20000 by paying Rs.500 processing fee",tax_scam
Income tax department: Refund Rs.22000 ready. Verify at www.it-dept.fake.gov.in,tax_scam
Rs.2500 transferred to 9876543210 via PhonePe. UPI Ref: 401234567890,legitimate
URGENT: Your bank account will be blocked. Click here immediately: bit.ly/fake123 to verify,phishing
Account suspension in 48 hours due to pending KYC. Update at www.urgent-kyc.fake,fake_kyc
"Dear customer, KYC documents expired. Re-submit PAN, Aadhaar at www.ekyc.fake",fake_kyc
Package undeliverable. Pay storage charges Rs.500 at www.warehouse-fake.com,delivery_scam
"Dear winner, you won luxury car! Pay Rs.5000 registration fee to claim",lottery_scam
"Dear customer, KYC documents expired. Re-submit PAN, Aadhaar at www.ekyc.fake",fake_kyc
E-KYC mandatory from tomorrow. Submit documents at www.mandate-kyc.fake,fake_kyc
ALERT: Account will be permanently closed in 6 hours. Prevent: www.account-close.fake,blocking_threat
Credit card bill of Rs.8500 paid. Card XX1234. Due cleared,legitimate
Congratulations! WhatsApp lottery winner Rs.20 Lakh. Click www.whatsapp-lottery.fake,lottery_scam
GST refund Rs.8000 available. Claim at www.gst-refund-fake.com within 7 days,tax_scam
Your KYC is pending. Update now at www.updatekyc-fake.com or account will be suspended,phishing
You have unclaimed tax refund of Rs.25000. Apply at www.taxrefund-fake.in,phishing
Rs.1000 credited to account XX5678 on 20-Jan-24. NEFT from JOHN DOE. Balance: Rs.15000,legitimate
Update KYC by providing your card CVV and OTP. Call 1800-XXX-FAKE,otp_request
RBI regulation: Update KYC or face Rs.10000 penalty. Visit www.penalty-kyc.fake,fake_kyc
Rs.500 debited from account XX1234 on 15-Jan-24. UPI/GPAY/9876543210. Available balance: Rs.5000,legitimate
"Dear valued customer, KYC update pending. Click www.customer-kyc.fake to continue services",fake_kyc
"Dear customer, pay Rs.120 delivery fee for pending parcel. COD not available",delivery_scam
Your account XX9012 has been credited with Rs.5000 on 22-Jan-24. IMPS from JANE SMITH,legitimate
International parcel held. Clear customs duty Rs.800 at www.intl-customs.fake,delivery_scam
Received Rs.2000 from 8765432109. UPI Ref: 403456789012. Balance: Rs.12000,legitimate
Rs.150 debited for Swiggy order. Txn successful. Balance: Rs.8500,legitimate
"Dear customer, share OTP 123456 to complete your transaction. Valid for 10 minutes",otp_request
Your account activity is suspicious. Will be frozen tomorrow. Verify: www.freeze-stop.fake,blocking_threat
Confirm transaction by sharing 6-digit OTP sent to your mobile: XXXXXX,otp_request
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
Your PAN card is not linked. Click here to link immediately or face penalty,phishing
URGENT: Your bank account will be blocked. Click here immediately: bit.ly/fake123 to verify,phishing
URGENT: Your account will be blocked in 2 hours. Verify now: www.verify-urgent.fake,blocking_threat
Salary credited: Rs.45000 in account XX3456 on 01-Feb-24. From: XYZ COMPANY LTD,legitimate
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
You have unclaimed tax refund Rs.30000. Apply: www.unclaimed-tax.fake with Aadhaar,tax_scam
Lucky draw: You won Rs.7 Lakh. Transfer Rs.3000 tax to receive prize money,lottery_scam
New KYC norms: Upload selfie with PAN and Aadhaar at www.newkyc.fake,fake_kyc
Update KYC by providing your card CVV and OTP. Call 1800-XXX-FAKE,otp_request
Your Flipkart order delivery requires Rs.99 fee. Pay now: www.flipkart-delivery.fake,delivery_scam
Delivery pending! Pay Rs.200 charges to receive your Amazon package,delivery_scam
"Dear customer, pay Rs.120 delivery fee for pending parcel. COD not available",delivery_scam
Your account is marked for closure. Prevent by verifying at www.prevent-closure.fake,blocking_threat
Service discontinued due to policy violation. Restore at www.restore-service.fake,blocking_threat
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
Your parcel is held at customs. Pay Rs.500 clearance fee: www.customs-pay.fake,delivery_scam
Salary credited: Rs.45000 in account XX3456 on 01-Feb-24. From: XYZ COMPANY LTD,legitimate
Claim your insurance bonus of Rs.50000 at www.insurance-bonus.fake within 24 hours,phishing
"Update Aadhaar link by providing OTP, PIN and CVV via SMS",otp_request
Your account is temporarily blocked. Complete KYC at www.unblock-kyc.fake,fake_kyc
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
Blue Dart: Delivery charges Rs.180 pending. Pay at www.bluedart-fake.in,delivery_scam
Rs.750 debited for mobile recharge. Number: 9876543210. Balance: Rs.9250,legitimate
LUCKY WINNER ALERT! Rs.10 Lakhs prize. Send Rs.2000 processing fee to claim,lottery_scam
Confirm transaction by sharing 6-digit OTP sent to your mobile: XXXXXX,otp_request
Rs.150 debited for Swiggy order. Txn successful. Balance: Rs.8500,legitimate
GST refund Rs.8000 available. Claim at www.gst-refund-fake.com within 7 days,tax_scam
